,song,artist,text
435,I'm Comin' Over,Chris Young,"""I’m Comin’ Over"" by Chris Young:
    [Verse 1]
    We say goodbye see you around
    We turn our backs then turn back around
    We break up we make ..."
436,God's Plan,Drake,"""God’s Plan"" by Drake:
    [Intro]
    And they wishin' and wishin' and wishin' and wishin'
    They wishin' on me, yuh
    
    [Verse 1]
    I be..."
437,The Matrimony,Wale Featuring Usher,"""The Matrimony"" by Wale:
    [Skit: Seinfeld & Wale]
    Seinfield: Getting engaged is like getting, uh, it's the first hill of the r..."
438,"I Don't Like It, I Love It",Flo Rida Featuring Robin Thicke & Verdine White,"""I Don’t Like It, I Love It"" by Flo Rida:
    [Produced by Verdine White]
    
    [Chorus: Robin Thicke]
    I don't like it, I love it, love it, love it, uh..."
439,Buy Me A Boat,Chris Janson,"""Buy Me a Boat"" by Chris Janson:
    I ain’t rich, but I damn sure wanna be
    Working like a dog all day, ain’t working for me
    I wish I had..."
440,Should've Been Us,Tori Kelly,"""Should’ve Been Us"" by Tori Kelly:
    [Verse 1]
    Walk around with my head down
    But I can't hide with these high heels on
    Downtown in the th..."
441,Hell Of A Night,Dustin Lynch,"""Hell of a Night"" by Dustin Lynch:
    [Verse 1]
    All we need is a July hot Saturday night
    A couple cans all cool and the needle on full and..."
442,Beautiful Now,Zedd Featuring Jon Bellion,"""Beautiful Now"" by Zedd:
    [Click here to see Zedd’s inspiration for “Beautiful Now”]
    
    [Verse 1: Jon Bellion]
    I see what you're..."
443,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias,"""El Perdón (Forgiveness)"" by Nicky Jam:
    [Verse 1: Enrique & Nicky]
    I know you moved on
    I heard you're doing better without me
    Girl this is d..."
444,Jump Out The Face,Meek Mill Featuring Future,"""Jump Out the Face"" by Meek Mill:
    [Bridge: Future]
    I just took a perc now I'm on another level
    Tasting on the molly got me dancing wit..."
445,The Night Is Still Young,Nicki Minaj,"""The Night Is Still Young"" by Nicki Minaj:
    [Verse 1]
    Yo, ayo tonight is the night that I'ma get twisted
    Myx Moscato and vodka, I'ma mix it
    Roll..."
446,Boo'd Up,Ella Mai,"""Boo’d Up"" by Ella Mai:
    [Intro]
    Yeah yeah, yeah yeah
    
    [Verse 1]
    Feelings, so deep in my feelings
    No, this ain't really like ..."
447,Lose My Mind,Brett Eldredge,"""Lose My Mind"" by Brett Eldredge:
    [Verse 1]
    You put me on a roller coaster, fly me on a plane
    You send me to another planet, get insid..."
448,Fly,Maddie & Tae,"""Fly"" by Maddie & Tae:
    Baby blue staring in the window pane just counting drops of rain
    Wondering if she’s got the guts to ..."
449,Yoga,Janelle Monae & Jidenna,"""Yoga"" by Janelle Monáe & Jidenna:
    [Intro]
    Let yo booty do that yoga
    
    [Verse 1: Janelle Monáe]
    Party at the beach down in Copacabana
    Si..."
450,How Many Times,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean","""How Many Times"" by DJ Khaled:
    [Intro: Chris Brown, DJ Khaled & Both]
    Pour a cup for the bitches that ain't scared to get down
    Get ..."
451,"John Cougar, John Deere, John 3:16",Keith Urban,"""John Cougar, John Deere, John 3:16"" by Keith Urban:
    [Verse 1]
    I'm a 45 spinning on an old Victrola
    I'm a two-strike swinger, I'm a Pepsi Cola
    I'm a blue..."
452,Hood Go Crazy,Tech N9Ne Featuring 2 Chainz & B.o.B,"""Hood Go Crazy"" by Tech N9ne:
    [Intro: Tech N9ne]
    Hello?
    (I want to par-ty) Huh? (You want to par-ty?) Yeah
    (We need to par-ty) Coo..."
453,Wouldn't Leave,Kanye West Featuring PARTYNEXTDOOR,"""Wouldn’t Leave"" by Kanye West:
    [Chorus: PARTYNEXTDOOR & Kanye West]
    I don't feel that she's mine enough
    God, I feel I couldn't have..."
454,Yikes,Kanye West,"""Yikes"" by Kanye West:
    [Chorus]
    Shit could get menacin', frightenin', find help
    Sometimes I scare myself, myself
    Shit could..."
455,Ghost Town,Kanye West Featuring PARTYNEXTDOOR,"""Ghost Town"" by Kanye West:
    [Intro: Shirley Ann Lee]
    Some day, some day
    Some day I'll, I wanna wear a starry crown
    
    [Verse 1: PA..."
456,I'm Upset,Drake,"""I’m Upset"" by Drake:
    [Intro]
    Yeah
    I'm workin' on dyin'
    
    [Chorus]
    I'm upset
    Fifty thousand on my head, it's disrespect
    So ..."
457,This Is America,Childish Gambino,"""This Is America"" by Childish Gambino:
    [Intro: Choir]
    Yeah, yeah, yeah, yeah, yeah
    Yeah, yeah, yeah, go, go away
    Yeah, yeah, yeah, yeah, ye..."
458,Tequila,Dan + Shay,"""Tequila"" by Dan + Shay:
    [Verse 1]
    I can still shut down a party
    I can hang with anybody
    I can drink whiskey and red wine
    Cha..."
459,Simple,Florida Georgia Line,"""Simple"" by Florida Georgia Line:
    [Verse 1]
    The way your fingers fit in mine
    It's five plus five, not rocket science
    This day in time,..."
460,Fake Love,BTS,"""FAKE LOVE"" by BTS:
    [방탄소년단의 FAKE LOVE 가사]
    
    [Intro: V, Jungkook]
    널 위해서라면 난
    슬퍼도 기쁜 척 할 수가 있었어
    널 위해서라면 난
    아파도 강한 척 할 수가 있었어
    ..."
461,Lucid Dreams,Juice WRLD,"""Lucid Dreams"" by Juice WRLD:
    [Intro]
    Enviyon on the mix
    No, no, no, no
    No-no, no, no, no
    No, no, no, no, no
    No, no, no, no
    
    [Chor..."
462,Be Careful,Cardi B,"""Be Careful"" by Cardi B:
    [Intro]
    Yeah
    Care for me, care for me, care for me, uh
    Yeah, look
    
    [Verse 1]
    I wanna get married, li..."
463,Better Now,Post Malone,"""Better Now"" by Post Malone:
    [Chorus]
    You prolly think that you are better now, better now
    You only say that 'cause I'm not aroun..."
464,You Make It Easy,Jason Aldean,"""You Make It Easy"" by Jason Aldean:
    [Verse 1]
    Like a rainy Sunday mornin'
    Makes me wanna stay in bed twisted up all day long
    You're my i..."
465,Get Along,Kenny Chesney,"""Get Along"" by Kenny Chesney:
    [Verse 1]
    Met a man wearin' a t-shirt, says ""Virginia is for lovers""
    Had a Bible in his left hand an..."
466,Walk It Talk It,Migos Featuring Drake,"""Walk It Talk It"" by Migos:
    [Intro: Quavo]
    Yeah, yeah (Deko)
    Woah, hold on (OG Parker)
    Uh
    
    [Chorus: Quavo]
    Walk it like I talk i..."
467,All Girls Are The Same,Juice WRLD,"""All Girls Are the Same"" by Juice WRLD:
    [Intro]
    They're rotting my brain, love
    These hoes are the same
    
    [Verse 1]
    I admit it, another ho got..."
468,Love Lies,Khalid & Normani,"""Love Lies"" by Khalid & Normani:
    [Verse 1: Khalid]
    Sorry if it's hard to catch my vibe, mmm
    I need a lover to trust, tell me you're o..."
469,Wait,Maroon 5,"""Wait"" by Maroon 5:
    [Verse 1]
    Dirty looks from your mother
    Never seen you in a dress that color, no
    It's a special occas..."
470,The Middle,"Zedd, Maren Morris & Grey","""The Middle"" by Zedd, Maren Morris & Grey:
    [Verse 1: Maren Morris]
    Take a seat
    Right over there, sat on the stairs
    Stay or leave
    The cabinets a..."
471,Ball For Me,Post Malone Featuring Nicki Minaj,"""Ball For Me"" by Post Malone:
    [Intro: Post Malone]
    Uh-uh-uh-uh-uh-uh, ball for me
    
    [Pre-Chorus: Post Malone]
    Baby, could you? I go..."
472,X,Nicky Jam x J Balvin,"""X (EQUIS)"" by Nicky Jam & J Balvin:
    [Letra de ""X (EQUIS)""]
    
    [Intro: Nicky Jam]
    Aquel día te vi y tu energía sentí
    Desde eso no te quiero..."
473,Never Be The Same,Camila Cabello,"""Never Be the Same"" by Camila Cabello:
    [Verse 1]
    Somethin' must've gone wrong in my brain
    Got your chemicals all in my veins
    Feelin' all th..."
474,Finesse,Bruno Mars & Cardi B,"""Finesse (Remix)"" by Bruno Mars:
    [Verse 1: Cardi B]
    Drop top Porsche (Porsche), Rollie on my wrist (Wrist)
    Diamonds up and down my ch..."
475,Violent Crimes,Kanye West,"""Violent Crimes"" by Kanye West:
    [Intro: 070 Shake]
    Fallin', dreamin', talkin' in your sleep
    I know you want to cry all night, all ni..."
476,Plug Walk,Rich The Kid,"""Plug Walk"" by Rich the Kid:
    [Intro]
    Ayy, ayy (TheLabCook)
    
    [Chorus]
    Plug walk (plug walk, plug, plug)
    I don't even understand ho..."
477,All Mine,Kanye West,"""All Mine"" by Kanye West:
    [Chorus: Ant Clemons]
    Yeah, you supermodel thick
    Damn, that ass bustin' out the bottom
    I'ma lose my ..."
478,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny","""Te Boté (Remix)"" by Nio García, Casper Mágico & Bad Bunny:
    [Letra de ""Te Boté (Remix)"" ft. Darell, Nicky Jam & Ozuna]
    
    [Intro: Darell & Ozuna]
    Wo-oh
    Oh-oh (Oh-..."
479,Sad!,XXXTENTACION,"""SAD!"" by XXXTENTACION:
    [Intro]
    Yeah
    
    [Chorus]
    Who am I? Someone that's afraid to let go, uh
    You decide if you're ever gonna..."
480,Look Alive,BlocBoy JB Featuring Drake,"""Look Alive (BlocBoy JB & Drake Remix)"" by Greyhound:
    [Intro]
    Look
    I want all the smoke motherfucker
    I want all the smoke
    Yeah
    
    [Verse]
    As I said, you’re ..."
481,Up Down,Morgan Wallen Featuring Florida Georgia Line,"""Up Down"" by Morgan Wallen:
    [Verse 1: Morgan Wallen]
    It's Friday after 5, got here just in time
    Went ahead and wet a line 'fore ..."
482,Sit Next To Me,Foster The People,"""Sit Next to Me"" by Foster the People:
    [Verse 1]
    Yeah, it’s over, it’s over, I’m circling these vultures
    Got me praying, man, this hunger, ..."
483,No Tears Left To Cry,Ariana Grande,"""​​no tears left to cry"" by Ariana Grande:
    [Intro]
    Right now, I'm in a state of mind
    I wanna be in like all the time
    Ain't got no tears left to..."
484,No Mistakes,Kanye West,"""No Mistakes"" by Kanye West:
    [Intro: Slick Rick]
    Believe it or not
    Believe it or not
    
    [Chorus: Charlie Wilson & Kid Cudi]
    Make no..."
485,I Thought About Killing You,Kanye West,"""I Thought About Killing You"" by Kanye West:
    [Intro: Francis and the Lights & Kanye West]
    I know, I know, I know, I know, know
    I know, I know, I ..."
486,Taste,Tyga Featuring Offset,"""Taste"" by Tyga:
    [Intro: Tyga]
    D.A.
    Hah
    
    [Verse 1: Tyga]
    Slide on a pimp game with my pinky ring
    Lotta gang, lotta bi..."
487,Pray For Me,The Weeknd & Kendrick Lamar,"""Pray For Me"" by The Weeknd & Kendrick Lamar:
    [Intro]
    Ooh, ooh, ooh, ooh
    
    [Verse 1: The Weeknd]
    I'm always ready for a war again
    Go down that road..."
488,In My Blood,Shawn Mendes,"""In My Blood"" by Shawn Mendes:
    [Intro]
    Help me, it's like the walls are caving in
    Sometimes I feel like giving up
    But I just can't
    ..."
489,Call Out My Name,The Weeknd,"""Call Out My Name"" by The Weeknd:
    [Verse 1]
    We found each other
    I helped you out of a broken place
    You gave me comfort
    But falling for..."
490,Friends,Marshmello & Anne-Marie,"""FRIENDS"" by Marshmello & Anne-Marie:
    [Intro]
    Ooh-oh, ooh-woh
    Ooh-oh, ooh-woh
    
    [Verse 1]
    You say you love me, I say you crazy
    We're nothin..."
491,Dura,Daddy Yankee,"""Dura"" by Daddy Yankee:
    [Letra de ""Dura""]
    
    [Intro]
    (Me gusta mi reggae)
    Tiritiritiririti-Daddy
    (E-E-E-E-Evo Jedis)
    
    [Pre-Cor..."
492,Heaven,Kane Brown,"""Heaven"" by Kane Brown:
    [Verse 1]
    This is perfect
    Come kiss me one more time
    I couldn't dream this up
    Even if I tried
    You an..."
493,Delicate,Taylor Swift,"""Delicate"" by Taylor Swift:
    [Intro]
    This ain't for the best
    My reputation's never been worse, so
    You must like me for me…
    We can..."
494,KOD,J. Cole,"""KOD"" by J. Cole:
    [Intro]
    Go, go, go
    Go, go, go
    Go, go, go
    Go, go, go
    
    [Chorus]
    This is what you call a flip
    Ten keys ..."
495,I Like Me Better,Lauv,"""I Like Me Better"" by Lauv:
    [Verse 1]
    To be young and in love in New York City
    To not know who I am but still know that I'm good..."
496,One Number Away,Luke Combs,"""One Number Away"" by Luke Combs:
    [Verse 1]
    Are you sitting at home, all alone, trying to fall asleep?
    Are you staring a hole through ..."
497,Yes Indeed,Lil Baby & Drake,"""Yes Indeed"" by Lil Baby & Drake:
    [Intro: Drake]
    Yeah
    Wheezy outta here
    
    [Verse 1: Drake]
    The dash, it's digi', the schedule busy
    My h..."
498,Whatever It Takes,Imagine Dragons,"""Whatever It Takes"" by Imagine Dragons:
    [Verse 1]
    Falling too fast to prepare for this
    Tripping in the world could be dangerous
    Everybody ci..."
499,Esskeetit,Lil Pump,"""ESSKEETIT"" by Lil Pump:
    [Intro]
    CB on the beat
    Only wear designer, esskeetit
    Ooh, Lil Pump
    Yeah, yeah, ooh, brrt
    Wow, ooh, w..."
500,One Kiss,Calvin Harris & Dua Lipa,"""One Kiss"" by Calvin Harris & Dua Lipa:
    [Intro]
    One kiss is all it takes
    Fallin' in love with me
    Possibilities
    I look like all you need
    
    [Ve..."
501,Back To You,Selena Gomez,"""Back to You"" by Selena Gomez:
    [Verse 1]
    Took you like a shot
    Thought that I could chase you with a cold evenin'
    Let a couple years..."
502,Chun-Li,Nicki Minaj,"""Chun-Li"" by Nicki Minaj:
    [Verse 1]
    Ayo, look like I'm goin' for a swim
    Dunked on 'em, now I'm swingin' off the rim
    Bitch ain'..."
503,"Woman, Amen",Dierks Bentley,"""Woman, Amen"" by Dierks Bentley:
    [Intro]
    Oh oh oh oh ohhhhhh oh
    Oh oh oh oh ohhhh
    Oh oh oh oh ohhhhhh oh
    Oh oh oh oh oh
    
    [Verse 1]
    I'..."
504,Done For Me,Charlie Puth Featuring Kehlani,"""Done for Me"" by Charlie Puth:
    [Intro: Charlie Puth]
    Oh, oh
    
    [Verse 1: Charlie Puth]
    (Yeah) What you thinking?
    You think that you c..."
505,Powerglide,Rae Sremmurd & Juicy J,"""Powerglide"" by Rae Sremmurd:
    [Intro: Swae Lee & Juicy J]
    Yeah, yeah, yeah
    Mike WiLL Made-It
    Yeah, yeah, yeah
    Mally Mall
    Oh, oh, o..."
506,Mine,Bazzi,"""Mine"" by Bazzi:
    [Intro]
    Huh, yeah, naw I just, had a lil' bit too much of Hennessy
    Just gotta tell you how I feel, l..."
507,IDGAF,Dua Lipa,"""IDGAF"" by Dua Lipa:
    [Verse 1]
    You call me all friendly
    Tellin' me how much you miss me
    That's funny, I guess you've hear..."
508,Freaky Friday,Lil Dicky Featuring Chris Brown,"""Lil Dicky & Chris Brown - Freaky Friday (Tradução em Português)"" by Genius Brasil Traduções:
    [Verso 1: Chris Brown]
    Eu acordei como Chris Breezy, oh meu Deus, eu sou o cara
    Eu sou tão foda e eu..."
509,TATI,6ix9ine Featuring DJ SPINKING,"""TATI"" by 6IX9INE:
    [Intro]
    Hold up, let me get it started
    B.B. with the Robin's, lookin' all retarded
    B.B. saggin', fly..."
510,I Lived It,Blake Shelton,"""I Lived It"" by Blake Shelton:
    [Verse 1]
    Daddy drove the wheels off a flatbed Ford
    Flies found a hole in the old screen door
    Granny..."
511,Drip,Cardi B Featuring Migos,"""Drip"" by Cardi B:
    [Intro: Cardi B]
    That boy Cassius!
    Cardi!
    N-N-Non-stop
    
    [Chorus: Cardi B & Offset]
    Came through drip..."
512,Praise The Lord (Da Shine),A$AP Rocky Featuring Skepta,"""Praise the Lord (Da Shine)"" by A$AP Rocky:
    [Verse 1: A$AP Rocky]
    Get it
    Text a message, I don't know the number
    Flexin' on these niggas, every ..."
513,New Freezer,Rich The Kid Featuring Kendrick Lamar,"""New Freezer Ft, KUYA MIGUEL  (Rich The Kid - New Freezer feat. Kendrick Lamar)"" by T-STONE Ft. KUYA MIGUEL:
    “HOOK”
    Ma bitch and me eat pizza (oh)
    超、暇  (hah?)
    ONLY GOD CAN JUDGE ME だ (oh)
    Take swisher (gas)
    I ..."
514,Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj","""BIG BANK"" by YG:
    [Verse 1: YG]
    My bitch drive a all white Range
    Couldn't hit it if you niggas had aim
    Lames can't cal..."
515,Japan,Famous Dex,"""JAPAN"" by Famous Dex:
    [Intro]
    You know what I’m sayin’
    I just- that’s just how I like to do it, know what I’m sayin’ (Dext..."
516,XO TOUR Llif3,Lil Uzi Vert,"""XO TOUR Llif3"" by Lil Uzi Vert:
    [Intro]
    Are you alright?
    I'm alright, I'm quite alright
    And my money's right
    8… (Yeah)
    Countin' them..."
517,iSpy,KYLE Featuring Lil Yachty,"""Kyle - iSpy ft Lil Yachty (Türkçe Çeviri)"" by Genius Türkçe Çeviri:
    Çeviri: Can Yazganarıkan,Arda Epli
    (DCCTCeviri)
    
    [Intro: Kyle + Lil Yachty]
    Dostum, sikeyim
    Sorun ne..."
518,Humility,Gorillaz Featuring George Benson,"""Humility"" by Gorillaz:
    [Verse 1]
    Calling the world from isolation
    'Cause right now, that's the ball where we be chained
    And..."
519,Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney,"""Everything’s Gonna Be Alright"" by David Lee Murphy:
    [Verse 1]
    She rattled the ice in my plastic cup
    I said ""yes m'am"", fill her up
    Tell me something goo..."
520,Welcome To The Party,"Diplo, French Montana & Lil Pump Featuring Zhavia Ward","""Welcome to the Party"" by Diplo:
    [Intro: French Montana & Lil Pump]
    Haaan
    We on fire
    Step up in the party, step up in the party, ha (..."
521,Life Goes On,Lil Baby Featuring Gunna & Lil Uzi Vert,"""Life Goes On"" by Lil Baby:
    [Intro]
    Cook that shit up, Quay
    
    [Verse 1: Lil Baby]
    Trackhawk Jeep goes too fast (too fast)
    I don't..."
522,Sin Pijama,Becky G + Natti Natasha,"""Sin Pijama"" by Becky G & Natti Natasha:
    [Letra de ""Sin Pijama""]
    
    [Intro: Becky G, Natti Natasha]
    Solo, solito en la habitación
    Busca, que bu..."
523,Body Like A Back Road,Sam Hunt,"""Body Like a Back Road"" by Sam Hunt:
    [Verse 1]
    Got a girl from the south side, got braids in her hair
    First time I seen her walk by, man ..."
524,Lovely,Billie Eilish & Khalid,"""​lovely"" by Billie Eilish & Khalid:
    [Verse 1: Billie Eilish & Khalid]
    Thought I found a way
    Thought I found a way out (Found)
    But you ne..."
525,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,"""Jason Derulo – Swalla (feat. Ty Dolla $ign & Nicki Minaj) [Deutsche Übersetzung]"" by Genius Deutsche Übersetzungen:
    Songtext/deutsche Übersetzung zu Jason Derulos „Swalla” feat. Ty Dolla $ign & Nicki Minaj
    
    [Intro: N..."
526,Bad Liar,Selena Gomez,"""Bad Liar"" by Selena Gomez:
    [Verse 1]
    I was walking down the street the other day
    Tryna distract myself
    But then I see your face..."
527,I Was Jack (You Were Diane),Jake Owen,"""I Was Jack (You Were Diane)"" by Jake Owen:
    [Verse 1]
    It was yesterday
    It was years ago
    We were singing every word on the radio
    Kinda like them ..."
528,Overdose,YoungBoy Never Broke Again,"""Overdose"" by YoungBoy Never Broke Again:
    [Intro]
    I ain't no bad person, no
    Ayy I ain't no gangster, ain't no killer
    I ain't no gangbanger, I'..."
529,Lust,Lil Skies,"""Lust"" by Lil Skies:
    [Intro]
    CashMoneyAP
    Ayy, ayy, ayy
    
    [Verse 1]
    Get in my way and try to block me, I'ma show aggression..."
530,OTW,"Khalid, Ty Dolla $ign & 6LACK","""OTW"" by Khalid:
    [Intro: Khalid]
    Na, na, na, na, ooh
    Oh, no, oh, ayy
    
    [Chorus: Khalid]
    Put it in drive, I'll be outsi..."
531,Issues,Julia Michaels,"""Issues"" by Julia Michaels:
    [Verse 1]
    I'm jealous, I'm overzealous
    When I'm down, I get real down
    When I'm high, I don't come do..."
532,In Case You Didn't Know,Brett Young,"""In Case You Didn’t Know"" by Brett Young:
    [Verse 1]
    I can't count the times
    I almost said what's on my mind
    But I didn't
    Just the other day
    I ..."
533,Take Back Home Girl,Chris Lane Featuring Tori Kelly,"""Take Back Home Girl"" by Chris Lane:
    [Verse 1: Chris Lane & Tori Kelly]
    Duffle bag, backseat
    My dash, your feet
    Those other side of the h..."
534,Alone,Halsey Featuring Big Sean & Stefflon Don,"""Halsey - Alone (Traduction Française) ft. Big Sean et Stefflon Don"" by Genius Traductions Françaises:
    Original Lyrics here
    
    [Intro - Halsey]
    Si je
    
    [Couplet 1 - Halsey]
    Il a dit qu'il a essayé de me tél..."
535,Watch,Travis Scott Featuring Lil Uzi Vert & Kanye West,"""Watch"" by Travis Scott:
    [Intro: O'Shaughnessy Hartley  & Lil Uzi Vert]
    …because it's the last ride ever gonna
    That I'm ever ..."
536,Paranoid,Post Malone,"""Paranoid"" by Post Malone:
    [Verse 1]
    Never know when someone comes and tries to take my life
    I've been sleepin' with the .45 li..."
537,Slow Hands,Niall Horan,"""Slow Hands"" by Niall Horan:
    [Verse 1]
    We should take this back to my place
    That's what she said right to my face
    'Cause I want y..."
538,Must've Never Met You,Luke Combs,"""Must’ve Never Met You"" by Luke Combs:
    [Verse 1]
    Just pick yourself up, dust yourself off, they say it ain't that hard
    But just puttin' one..."
539,2U,David Guetta Featuring Justin Bieber,"""David Guetta – 2U (feat. Justin Bieber) [Deutsche Übersetzung]"" by Genius Deutsche Übersetzungen:
    [Songtext/deutsche Übersetzung zu „2U” von David Guetta ft. Justin Bieber]
    
    [Strophe 1]
    Keine Grenze..."
540,Mercy,Brett Young,"""Mercy"" by Brett Young:
    [Verse 1]
    Mercy
    Why you gotta show up lookin' so good just to hurt me?
    Why you wanna stop this whole..."
541,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne","""DJ Khaled - I’m The One ft. Justin Bieber, Chance The Rapper, Quavo & Lil Wayne (Tradução em Português)"" by Genius Brasil Traduções:
    [Intro: DJ Khaled]
    We the Best Music
    Another one!
    DJ Khaled
    
    [Pre-Chorus: Justin Bieber & (DJ Khaled..."
542,Singles You Up,Jordan Davis,"""Singles You Up"" by Jordan Davis:
    [Verse 1]
    I ain't heard you laugh like that in a long time
    I wonder if you stopped his world like yo..."
543,Dame Tu Cosita,Pitbull x El Chombo x Karol G Featuring Cutty Ranks,
544,Rich & Sad,Post Malone,"""Rich & Sad"" by Post Malone:
    [Verse 1]
    Hunnid thousand for the chain and now my drop (Drop, drop)
    When I pull out the garage, I c..."
545,Malibu,Miley Cyrus,"""Malibu"" by Miley Cyrus:
    [Verse 1]
    I never came to the beach or stood by the ocean
    I never sat by the shore under the sun wit..."
546,DNA.,Kendrick Lamar,"""DNA."" by Kendrick Lamar:
    [Verse 1]
    I got, I got, I got, I got—
    Loyalty, got royalty inside my DNA
    Cocaine quarter piece, got ..."
547,Zombie,Bad Wolves,"""Zombie"" by BAD WOLVES:
    [Verse 1]
    Another head hangs lowly
    Child is slowly taken
    And the violence causes silence
    Who are we ..."
548,It Ain't Me,Kygo x Selena Gomez,"""Top Tracks of 2017"" by Spotify:
    Ed Sheeran - Shape of You
    Luis Fonsi & Daddy Yankee - Despacito (Remix) feat. Justin Bieber
    Luis Fon..."
549,Tunnel Vision,Kodak Black,"""Tunnel Vision"" by Kodak Black:
    [Intro]
    Glee
    Southside
    Ayy, lil' Metro on that beat
    
    [Chorus]
    Lil' Kodak, they don't like to see you..."
550,Africa,Weezer,"""Africa"" by Weezer:
    [Verse 1]
    I hear the drums echoing tonight
    But she hears only whispers of some quiet conversation
    Sh..."
551,Youngblood,5 Seconds Of Summer,"""Youngblood"" by 5 Seconds of Summer:
    [Verse 1: Luke]
    Remember the words you told me
    ""Love me 'til the day I die""
    Surrender my everything
    ..."
552,Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,"""Sativa (Remix)"" by Jhené Aiko:
    [Intro: Jhené Aiko & Swae Lee]
    Yeah, oh, oh
    Yeah
    
    [Chorus: Swae Lee]
    Why you make it so complicated?..."
553,Rolex,Ayo & Teo,"""Rolex"" by Ayo & Teo:
    [Chorus: Teo]
    I just want a Rollie, Rollie, Rollie with a dab of ranch
    I already got some designer t..."
554,Magnolia,Playboi Carti,"""Magnolia"" by Playboi Carti:
    [Intro]
    Yo Pi'erre, you wanna come out here?
    In New York, I Milly Rock, hide it in my sock
    Running f..."
555,Now Or Never,Halsey,"""Now or Never"" by Halsey:
    [Verse 1]
    I don't wanna fight right now
    Know you always right, now
    Know I need you 'round with me
    Bu..."
556,Mask Off,Future,"""Mask Off"" by Future:
    [Intro]
    Call it how it is (Call it how it is)
    Hendrix
    I promise, I swear, I swear
    You heard, spit it..."
557,Shoota,Playboi Carti Featuring Lil Uzi Vert,"""Shoota"" by Playboi Carti:
    [Intro: Lil Uzi Vert]
    Yeah, now
    Now is my time
    Now is my time
    That-that-that-that-that be Maaly Raw
    ..."
558,The Fighter,Keith Urban Featuring Carrie Underwood,"""The Fighter"" by Keith Urban:
    [Verse 1: Keith Urban]
    I know he hurt you
    Made you scared of love, too scared to love
    He didn't dese..."
559,Location,Khalid,"""Location"" by Khalid:
    [Chorus]
    Send me your location, let's
    Focus on communicating
    'Cause I just need the time and place t..."
560,T-Shirt,Migos,"""T-Shirt"" by Migos:
    [Intro]
    Nard & B
    TrenchWerk
    
    [Chorus: Quavo]
    (Ayy) Mama told me (Ayy) not to sell work (Mama)
    Sevent..."
561,El Farsante,Ozuna & Romeo Santos,"""El Farsante (Remix)"" by Ozuna:
    [Letra de ""El Farsante (Remix)"" ft. Romeo Santos]
    
    [Intro: Ozuna]
    This is a Golden Remix
    King
    
    [Vers..."
562,Slippery,Migos Featuring Gucci Mane,"""Slippery"" by Migos:
    [Intro]
    De-de-de-de-de-de-de-de-Deko
    OG Parker
    
    [Chorus: Quavo]
    Pop a perky just to start up (pop it..."
563,The Cure,Lady Gaga,"""The Cure"" by Lady Gaga:
    [Verse 1]
    I'll undress you 'cause you're tired
    Cover you as you desire
    When you fall asleep inside m..."
564,Something Just Like This,The Chainsmokers & Coldplay,"""Something Just Like This"" by The Chainsmokers & Coldplay:
    [Verse 1: Chris Martin]
    I've been reading books of old
    The legends and the myths
    Achilles and his go..."
565,First Day Out,Tee Grizzley,"""First Day Out"" by Tee Grizzley:
    [Chorus]
    These niggas prayed on my downfall (they what?)
    These niggas prayed on my downfall
    On all t..."
566,Cold,Maroon 5 Featuring Future,"""Cold"" by Maroon 5:
    [Chorus: Adam Levine]
    Cold enough to chill my bones
    It feels like I don't know you anymore
    I don't u..."
567,Castle On The Hill,Ed Sheeran,"""Castle on the Hill"" by Ed Sheeran:
    [Verse 1]
    When I was six years old I broke my leg
    I was running from my brother and his friends
    And ..."
568,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,"""Drowning"" by A Boogie wit da Hoodie:
    [Intro: A Boogie Wit Da Hoodie]
    I'm drownin'
    I'm drownin'
    I'm drownin'
    I'm drownin'
    
    [Chorus: A Boog..."
569,Sign Of The Times,Harry Styles,"""Sign of the Times"" by Harry Styles:
    [Verse 1]
    Just stop your crying, it's a sign of the times
    Welcome to the final show
    Hope you're wear..."
570,Everyday We Lit,YFN Lucci Featuring PnB Rock,"""Everyday We Lit"" by YFN Lucci:
    [Chorus: PnB Rock & YFN Lucci]
    I came up from nothing, nigga, you can't tell me shit, yeah
    Did it on..."
571,"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,"""God, Your Mama, and Me"" by Florida Georgia Line:
    [Verse 1: Florida Georgia Line]
    That Sunday morning choir calling, church doors open wide
    That halle..."
572,Flatliner,Cole Swindell,"""Flatliner"" by Cole Swindell:
    [Verse 1: Cole Swindell]
    Dang, girl, look at you stoppin' me in my boots
    What's a country boy to do ..."
573,Stay,Zedd & Alessia Cara,"""Stay"" by Zedd & Alessia Cara:
    [Verse 1]
    Waiting for the time to pass you by
    Hope the winds of change will change your mind
    I could..."
